00386,77260389,이병,구민창,2021-06-24,010-6580-5640,1997-11-27
00387,77260390,일병,오윤하,2020-05-17,010-3853-3843,1999-12-10
00388,77260391,이병,복식경,2021-04-08,010-5009-0703,2000-06-28
00389,77260392,이병,신현윤,2020-06-28,010-7419-9891,1995-03-16
00390,77260393,이병,백현현,2021-03-10,010-5962-1381,1999-09-26
00391,77260394,상병,구동용,2020-07-13,010-8768-0335,1994-10-11
00392,77260395,일병,동은영,2020-08-04,010-4634-5970,1996-02-28
00393,77260396,이병,주정민,2019-11-20,010-9520-1275,1999-11-28
00394,77260397,상병,계현민,2021-09-10,010-1397-5006,1995-11-09
00395,77260398,병장,경미경,2019-11-08,010-6553-6724,1995-01-25
00396,77260399,일병,장은현,2019-05-13,010-3578-1736,1997-03-08
00397,77260400,일병,조솜솜,2020-02-02,010-4871-0617,1999-03-20
00398,77260401,일병,최창다,2020-05-24,010-1325-5538,1996-07-26
00399,77260402,일병,장다경,2019-07-10,010-1809-1977,1994-11-16
00400,77260403,병장,성미식,2019-11-16,010-6036-2873,1997-05-04
00401,77260404,상병,허다경,2020-09-22,010-2906-7599,1996-12-23
00402,77260405,일병,마훈연,2019-06-13,010-2109-5676,2000-07-20
00403,77260406,일병,진감종,2020-04-12,010-6476-3327,1997-06-23
00404,77260407,일병,차란솜,2020-12-09,010-5104-3628,1997-07-20
00405,77260408,일병,금정현,2019-05-24,010-1188-3966,1998-07-19
00406,77260409,병장,윤다범,2020-04-01,010-1786-0179,1997-03-01
00407,77260410,이병,곽범채,2021-08-19,010-7307-0262,1999-10-18
00408,77260411,상병,문호정,2021-03-27,010-6641-1814,2000-09-27
00409,77260412,일병,민우영,2021-06-23,010-1952-7142,1998-03-07
00410,77260413,일병,손채호,2019-10-28,010-9609-3662,1994-02-13
00411,77260414,일병,염정연,2021-02-20,010-4444-0944,1995-09-23
00412,77260415,병장,방동식,2020-06-11,010-9321-7515,1997-04-17
00413,77260416,상병,피용석,2020-03-27,010-3566-0266,1997-05-18
00414,77260417,병장,변다소,2021-07-23,010-7148-4814,1998-06-05
00415,77260418,이병,길소환,2021-08-27,010-9894-6099,2000-01-13
00416,77260419,병장,도미경,2019-04-22,010-1576-5711,1994-10-24
00417,77260420,일병,맹솜석,2021-07-18,010-1970-8996,1997-12-26
00418,77260421,이병,두아다,2021-05-10,010-4115-3851,1996-06-01
00419,77260422,이병,남우다,2021-08-06,010-3675-1222,1998-10-07
00420,77260423,병장,계다은,2021-03-22,010-8974-2935,1994-05-09
00421,77260424,이병,방영솜,2019-01-24,010-3455-7134,1996-11-01
00422,77260425,병장,형현호,2021-04-25,010-4628-1463,1997-08-26
00423,77260426,병장,반연우,2021-03-25,010-3989-3793,1999-02-01
00424,77260427,이병,석현미,2019-03-02,010-3655-7506,1994-02-12
00425,77260428,상병,권미소,2021-01-16,010-0473-2953,1997-08-26
00426,77260429,이병,경윤식,2019-11-09,010-4055-8168,1998-01-23
00427,77260430,일병,장식우,2019-01-05,010-6281-2982,1997-10-01
00428,77260431,상병,채감범,2020-08-27,010-4676-1457,1999-12-19
00429,77260432,이병,신감윤,2020-11-04,010-6146-8432,1996-04-22
00430,77260433,병장,모영영,2019-03-18,010-9750-3811,1994-02-11
00431,77260434,병장,사연윤,2021-10-22,010-6989-1100,1999-12-12
00432,77260435,병장,길동호,2021-03-19,010-6735-5129,1997-08-15
00433,77260436,이병,황창솜,2020-03-26,010-8817-1228,1999-08-11
00434,77260437,일병,인영다,2019-09-08,010-6283-7433,1997-10-01
00435,77260438,일병,남성영,2020-10-15,010-0543-6894,1995-05-02
00436,77260439,이병,하정성,2021-05-05,010-8927-6430,1997-03-18
00437,77260440,이병,석환문,2020-03-06,010-3402-9476,1997-12-07
00438,77260441,병장,길문다,2020-12-07,010-3606-1054,2000-04-27
00439,77260442,이병,모훈다,2019-05-06,010-2522-0899,1995-02-09
00440,77260443,일병,피수지,2020-02-02,010-8665-5702,1998-01-25
00441,77260444,일병,최수지,2020-06-28,010-5479-6407,1994-11-21
00442,77260445,이병,석미용,2019-08-25,010-7457-6772,1999-12-12
00443,77260446,병장,어용영,2019-11-14,010-0195-1041,1996-04-13
00444,77260447,일병,황석정,2019-11-23,010-3114-5466,1996-06-12
00445,77260448,상병,정현감,2021-12-21,010-2148-2688,1995-11-27
00446,77260449,일병,유현정,2020-08-08,010-8370-5547,1996-07-05
00447,77260450,일병,모영범,2020-12-15,010-4014-0131,1998-05-04
00448,77260451,일병,명식연,2019-04-10,010-2968-5304,1994-08-17
00449,77260452,병장,가지용,2020-11-14,010-8713-4041,1998-11-10
00450,77260453,병장,태동민,2019-12-27,010-5951-1728,1997-04-06
00451,77260454,이병,위창수,2019-01-18,010-7504-8338,1996-09-28
00452,77260455,상병,황주지,2021-06-12,010-4087-6758,1997-10-28
00453,77260456,상병,홍문종,2019-11-26,010-8587-6247,1995-01-17
00454,77260457,일병,변정연,2020-11-11,010-2079-9679,1994-11-01
00455,77260458,일병,전영우,2021-09-11,010-8009-5661,1998-12-16
00456,77260459,일병,인연훈,2021-05-25,010-5510-2550,1996-05-13
00457,77260460,이병,강윤윤,2021-02-14,010-0030-8270,1996-07-17
00458,77260461,이병,금다란,2021-02-23,010-7499-5093,1995-03-21
00459,77260462,병장,심기현,2020-12-21,010-9109-3987,1996-09-06
00460,77260463,병장,박용용,2020-11-13,010-0323-4784,1995-02-03
00461,77260464,일병,복다우,2021-09-25,010-7897-6422,1994-12-14
00462,77260465,병장,진아훈,2021-02-18,010-9556-9993,1998-08-25
00463,77260466,이병,음연호,2020-07-18,010-1929-8692,1996-06-23
00464,77260467,이병,노다윤,2021-06-23,010-8023-7100,1994-08-10
00465,77260468,병장,라솜기,2019-08-23,010-1312-3298,1995-06-20
00466,77260469,상병,경은아,2019-05-06,010-7645-5760,1995-09-02
00467,77260470,상병,태현호,2021-09-17,010-8849-1758,1997-04-01
00468,77260471,병장,문용동,2020-06-21,010-2486-6676,1996-09-10
00469,77260472,이병,양정창,2020-05-19,010-2602-7334,1997-07-02
00470,77260473,상병,변지소,2021-06-01,010-2399-3093,1997-05-16
00471,77260474,이병,변란수,2019-04-05,010-1000-0463,1997-09-23
00472,77260475,병장,성범연,2020-08-13,010-0754-4741,2000-06-13
00473,77260476,이병,진현채,2020-06-06,010-3351-5261,1996-10-26
00474,77260477,이병,예현솜,2020-04-16,010-9520-7576,1999-01-09
00475,77260478,이병,도현소,2021-01-28,010-2692-5232,1994-02-16
00476,77260479,병장,범윤소,2019-11-03,010-4779-6239,1994-05-12
00477,77260480,상병,구호솜,2021-09-12,010-6903-3633,2000-04-22
00478,77260481,상병,표채기,2019-06-24,010-7307-5554,1999-11-07
00479,77260482,상병,마동채,2021-11-07,010-4611-6584,1998-09-04
00480,77260483,이병,여훈식,2021-03-10,010-6514-1991,1996-08-15
00481,77260484,이병,명기종,2020-11-16,010-1400-5206,1999-05-24
00482,77260485,일병,윤현호,2021-01-02,010-4494-3461,1995-07-26
00483,77260486,이병,구문기,2020-12-14,010-9657-4862,1996-09-09
00484,77260487,일병,한은채,2019-08-26,010-9063-4504,1999-12-16
00485,77260488,상병,금채성,2020-05-25,010-4614-2528,1997-10-07
00486,77260489,일병,전동영,2019-11-08,010-1280-0412,1995-10-19
00487,77260490,상병,여용윤,2020-09-02,010-7586-6620,1997-02-03
00488,77260491,병장,명수미,2020-03-04,010-5138-6589,2000-09-11
00489,77260492,상병,음용용,2020-04-25,010-1004-7809,1997-02-11
00490,77260493,병장,곽종연,2020-06-28,010-1134-4279,1998-08-02
00491,77260494,상병,편란문,2020-02-04,010-5586-7489,1994-12-11
00492,77260495,상병,편우현,2020-04-11,010-3494-4665,1995-06-08
00493,77260496,일병,길하채,2019-06-10,010-4407-3128,1998-10-16
00494,77260497,이병,목호수,2019-03-10,010-2137-0352,2000-07-01
00495,77260498,상병,금미경,2019-07-05,010-4264-4743,1999-04-07
00496,77260499,상병,심연정,2021-05-15,010-6271-0791,2000-11-14
00497,77260500,일병,전식주,2019-10-21,010-2526-6423,1999-11-27
00498,77260501,병장,남호경,2020-03-02,010-1186-1773,2000-11-22
00499,77260502,상병,반현종,2019-08-06,010-4879-6250,1994-04-28
00500,77260503,병장,배현윤,2021-09-26,010-7745-5566,1998-12-22
00501,77260504,병장,은미란,2021-08-09,010-9951-2927,1997-05-23
00502,77260505,상병,음정하,2020-08-21,010-4639-1314,1998-05-20
00503,77260506,일병,손영문,2020-01-27,010-6888-3080,1995-10-26
00504,77260507,상병,김식현,2021-05-12,010-2541-8678,1994-05-14
00505,77260508,병장,지지감,2020-09-27,010-5435-6295,1994-11-05
00506,77260509,상병,소감석,2020-12-10,010-4831-8257,1995-10-06
00507,77260510,이병,제은란,2019-10-06,010-2234-5207,1997-05-19
00508,77260511,일병,가영채,2020-10-20,010-1023-7352,1998-06-14
00509,77260512,이병,김환현,2020-03-24,010-9363-0134,1995-03-04
00510,77260513,상병,설수솜,2021-05-11,010-9352-3252,1994-07-01
00511,77260514,상병,온윤채,2020-11-06,010-3125-6745,1998-09-08
00512,77260515,병장,곽연다,2021-08-23,010-8473-8528,1996-09-14
00513,77260516,상병,여범문,2020-10-19,010-4986-5532,1996-05-05
00514,77260517,상병,육지호,2019-03-03,010-0751-9878,1996-01-18
00515,77260518,병장,임현정,2020-01-09,010-4784-3111,1997-10-06
00516,77260519,상병,변섭현,2020-05-21,010-7459-8096,1998-08-01
00517,77260520,상병,손은다,2021-04-02,010-3637-7054,1996-09-27
00518,77260521,병장,현연영,2020-05-19,010-4752-2708,1995-04-17
00519,77260522,상병,함섭현,2021-11-16,010-7368-4274,1997-01-26
00520,77260523,일병,계영정,2020-07-24,010-9967-9291,1994-02-22
00521,77260524,상병,공미종,2020-10-18,010-3388-3368,2000-02-15
00522,77260525,병장,신아윤,2020-11-15,010-4699-2877,1998-04-23
00523,77260526,이병,최윤윤,2019-01-28,010-8505-7478,1995-03-09
00524,77260527,이병,함현현,2019-09-03,010-0069-2294,2000-12-22
00525,77260528,이병,채윤윤,2021-12-22,010-7574-4458,1995-07-21
00526,77260529,일병,남경현,2021-08-12,010-2038-8557,1995-09-20
00527,77260530,일병,선식윤,2020-05-16,010-1382-5473,1997-11-19
00528,77260531,이병,명연섭,2020-02-20,010-2639-5667,1998-11-12
00529,77260532,일병,변윤경,2019-12-06,010-7402-6988,1995-06-09
00530,77260533,병장,신영현,2021-01-05,010-1378-4493,1999-08-05
00531,77260534,일병,전영소,2021-04-07,010-1284-5333,1996-09-11
00532,77260535,병장,변범소,2021-12-07,010-1469-4644,1998-09-20
00533,77260536,이병,윤우성,2019-06-09,010-3083-7034,2000-05-22
00534,77260537,상병,목용호,2020-08-19,010-6844-0955,2000-09-03
00535,77260538,병장,신다훈,2020-12-25,010-3675-6898,1994-07-05
00536,77260539,일병,표용채,2020-01-05,010-6077-8178,1996-01-04
00537,77260540,병장,최식영,2021-09-12,010-5219-7979,1995-07-18
00538,77260541,이병,오연식,2021-02-15,010-0467-1151,1998-11-21
00539,77260542,이병,탁아아,2021-08-15,010-1918-9929,1998-05-15
00540,77260543,상병,곽영범,2021-09-26,010-3341-0750,1996-08-21
00541,77260544,일병,은기감,2020-09-02,010-1426-9100,2000-10-07
00542,77260545,이병,신수기,2019-05-04,010-6015-4171,1997-07-10
00543,77260546,병장,손현감,2021-06-17,010-7101-6655,2000-06-28
00544,77260547,이병,범채하,2020-01-16,010-9146-2848,1996-08-06
00545,77260548,이병,성은감,2021-10-04,010-0170-1674,1998-12-07
00546,77260549,병장,방동기,2021-10-08,010-5503-2154,2000-02-04
00547,77260550,일병,위현민,2020-08-24,010-1978-7800,1998-03-07
00548,77260551,병장,심호현,2020-01-13,010-5328-3199,1997-10-23
00549,77260552,일병,장용감,2019-03-09,010-0457-5802,1999-03-25
00550,77260553,상병,곽은호,2020-03-09,010-3903-7520,1999-09-18
00551,77260554,상병,임식수,2021-03-02,010-7221-9253,2000-08-05
00552,77260555,병장,송아주,2021-07-13,010-1876-6309,1996-06-19
00553,77260556,일병,호소경,2019-12-05,010-2218-3239,1997-10-25
00554,77260557,병장,유용연,2019-01-05,010-2449-9134,1996-01-10
00555,77260558,상병,원민채,2021-07-03,010-2620-1826,2000-11-26
00556,77260559,병장,방호식,2021-01-07,010-9839-6780,1996-11-06
00557,77260560,이병,백용정,2020-01-03,010-0000-9005,1997-07-11
00558,77260561,상병,지문정,2019-07-12,010-7704-1507,1998-02-27
00559,77260562,일병,복연환,2021-12-19,010-9597-0962,1994-03-15
00560,77260563,병장,이훈윤,2020-07-14,010-8014-1339,1998-12-15
00561,77260564,일병,장채호,2021-06-08,010-3510-3841,1998-09-28
00562,77260565,상병,권범범,2020-09-15,010-7504-6873,1999-02-03
00563,77260566,병장,장기경,2019-02-16,010-7281-2298,1997-02-03
00564,77260567,병장,경환석,2021-05-21,010-3035-6198,2000-04-26
00565,77260568,상병,정미종,2021-01-18,010-6606-1123,1997-01-15
00566,77260569,일병,노윤경,2020-09-20,010-2285-1834,2000-01-25
00567,77260570,이병,배훈기,2021-05-15,010-6778-8858,1994-05-04
00568,77260571,병장,왕수정,2020-05-09,010-4103-6877,1995-11-19
00569,77260572,병장,예영은,2020-05-12,010-3321-6080,1994-06-01
00570,77260573,일병,장훈기,2019-05-14,010-3441-7749,1996-11-28
00571,77260574,상병,계지주,2021-05-28,010-3670-9567,1994-02-14
00572,77260575,일병,신미미,2021-02-12,010-0274-9436,1998-12-05
00573,77260576,병장,이다식,2019-10-26,010-0965-1958,1996-07-13
00574,77260577,상병,문현종,2020-02-16,010-2789-1796,1998-06-14
00575,77260578,병장,선현섭,2019-11-23,010-1520-1619,1994-04-08
00576,77260579,상병,진감채,2019-05-26,010-7488-9137,2000-12-27
00577,77260580,상병,목아은,2019-06-27,010-7843-6961,1994-01-04
00578,77260581,상병,염아기,2020-06-18,010-0948-2851,1998-11-18
00579,77260582,이병,곽주란,2019-05-11,010-7728-3779,2000-12-21
00580,77260583,병장,모문은,2020-12-01,010-7414-1937,1996-02-18
00581,77260584,병장,신문영,2019-06-01,010-5396-8616,1998-07-17
00582,77260585,상병,길미윤,2021-06-21,010-8969-1531,1997-11-01
00583,77260586,상병,유연소,2019-02-23,010-9936-3021,1996-04-04
00584,77260587,상병,라채창,2020-06-18,010-6801-3212,1999-06-20
00585,77260588,병장,명정용,2021-10-05,010-6529-5073,1997-04-18
00586,77260589,이병,예용섭,2019-09-06,010-5004-9274,1994-05-24
00587,77260590,이병,모채다,2020-11-17,010-6232-9580,1994-12-27
00588,77260591,상병,추영영,2020-12-23,010-0309-2515,1996-11-10
00589,77260592,병장,호현종,2020-03-17,010-5593-1156,1999-01-12
00590,77260593,상병,심현용,2021-11-27,010-5691-8496,2000-04-04
00591,77260594,상병,장우솜,2019-06-01,010-8959-7694,1998-07-03
00592,77260595,병장,성란훈,2021-02-12,010-5235-6900,1995-12-03
00593,77260596,병장,황주란,2019-04-03,010-5359-3851,2000-01-06
00594,77260597,상병,제훈현,2020-05-23,010-5101-2933,1994-11-20
00595,77260598,일병,석연경,2020-02-21,010-5136-8748,2000-12-26
00596,77260599,이병,모지식,2019-10-12,010-7890-5374,1995-04-18
00597,77260600,병장,여기윤,2019-08-25,010-8695-5919,1996-10-03
00598,77260601,상병,강란현,2020-11-04,010-4572-5031,1997-04-03
00599,77260602,일병,마훈윤,2019-01-12,010-2967-3258,1999-03-19
00600,77260603,병장,장동지,2019-07-03,010-4446-4710,1998-07-19
00601,77260604,상병,권주우,2021-01-21,010-4106-8693,1999-08-18
00602,77260605,이병,인경다,2021-05-04,010-9468-2116,2000-11-10
00603,77260606,상병,남윤아,2019-08-28,010-6249-5302,1997-03-22
00604,77260607,상병,탁감솜,2020-07-03,010-8894-8325,1999-09-02
00605,77260608,병장,유란문,2020-12-16,010-8296-1680,1999-02-09
00606,77260609,이병,방영란,2020-08-18,010-1140-3522,2000-09-17
00607,77260610,일병,곽문윤,2019-02-17,010-8254-1055,1995-07-09
00608,77260611,일병,하석영,2020-05-05,010-7237-1174,1998-10-13
00609,77260612,이병,옥지훈,2020-11-04,010-9370-9465,1998-09-11
00610,77260613,이병,설환식,2021-03-24,010-6745-9617,1996-12-19
00611,77260614,일병,범현감,2020-09-01,010-3743-9950,1999-11-06
00612,77260615,병장,임란영,2019-03-22,010-9700-8379,1995-03-02
00613,77260616,일병,어솜채,2020-12-03,010-6189-1203,1999-02-12
00614,77260617,병장,음현민,2020-07-24,010-7893-6033,1997-12-20
00615,77260618,병장,성용영,2021-06-24,010-2900-6670,1995-05-27
00616,77260619,일병,경훈경,2020-04-08,010-0584-6097,2000-05-19
00617,77260620,병장,방아경,2021-04-15,010-6966-4240,2000-09-24
00618,77260621,병장,석문영,2019-01-01,010-7713-4902,1996-08-18
00619,77260622,일병,온채기,2021-01-04,010-8616-0559,1994-06-05
00620,77260623,병장,설영환,2021-10-20,010-7236-8402,1996-10-12
00621,77260624,병장,장경경,2021-09-22,010-0235-8809,2000-10-23
00622,77260625,상병,손우동,2019-11-09,010-6018-4447,1996-08-05
00623,77260626,병장,유영문,2019-06-03,010-3828-4531,1999-08-16
00624,77260627,이병,손창채,2021-01-15,010-3513-0788,2000-01-27
00625,77260628,상병,형다연,2019-06-16,010-2974-8213,2000-09-26
00626,77260629,이병,강영솜,2021-11-18,010-8378-9428,1996-03-09
00627,77260630,병장,온동용,2020-05-21,010-5286-7389,1998-03-10
00628,77260631,일병,진수영,2020-02-27,010-3704-3552,1995-02-03
00629,77260632,병장,남수다,2021-07-10,010-5961-9727,1994-03-16
00630,77260633,상병,함경정,2019-02-26,010-5509-6844,1997-06-23
00631,77260634,이병,동윤아,2020-06-17,010-9327-6857,1995-06-07
00632,77260635,일병,위정식,2020-04-17,010-5136-8350,1998-12-20
00633,77260636,상병,변은다,2021-10-27,010-4935-3305,1997-08-18
00634,77260637,일병,염다채,2020-02-13,010-6964-8183,1995-02-27
00635,77260638,이병,윤채호,2020-05-20,010-8187-0461,1999-05-13
00636,77260639,이병,태범경,2019-06-27,010-9826-3493,1995-09-08
00637,77260640,상병,부영윤,2021-02-03,010-6536-0474,2000-08-11
00638,77260641,상병,조하다,2020-12-23,010-7554-0837,1996-04-23
00639,77260642,일병,인민연,2019-11-07,010-3560-1366,1997-06-05
00640,77260643,상병,어소정,2019-11-08,010-4474-8592,1995-10-05
00641,77260644,병장,모환채,2020-11-26,010-3841-0608,2000-08-08
00642,77260645,일병,모정소,2021-09-04,010-7469-2835,1997-08-03
00643,77260646,상병,임수소,2019-07-03,010-9435-1562,1997-05-28
00644,77260647,일병,변지소,2021-08-04,010-8371-3722,1996-09-16
00645,77260648,일병,빈연동,2021-08-18,010-9559-4590,1999-12-16
00646,77260649,상병,전정하,2020-01-14,010-7733-7995,1995-12-22
00647,77260650,병장,신감연,2021-01-01,010-3443-7022,1998-02-23
00648,77260651,일병,백경창,2021-09-22,010-9145-0062,1998-05-07
00649,77260652,병장,한종란,2020-10-06,010-6156-3997,1994-08-24
00650,77260653,일병,강은영,2021-03-23,010-3955-8253,2000-12-19
00651,77260654,상병,백채우,2021-09-21,010-6728-6142,2000-04-15
00652,77260655,이병,제창동,2020-11-02,010-8137-8836,1999-10-26
00653,77260656,이병,윤주하,2020-07-07,010-0722-1013,1995-09-08
00654,77260657,상병,부주환,2021-01-05,010-5250-7779,1994-01-25
00655,77260658,상병,명은란,2021-12-09,010-0816-6468,1995-09-24
00656,77260659,일병,여연채,2019-07-23,010-8124-4706,1995-03-18
00657,77260660,병장,국솜동,2021-05-27,010-8898-9095,1995-11-08
00658,77260661,일병,조현동,2020-06-03,010-4212-6105,1999-11-20
00659,77260662,이병,주소환,2019-10-09,010-0744-7414,1998-06-13
00660,77260663,병장,두은섭,2020-01-27,010-8062-1539,2000-09-01
00661,77260664,병장,국용하,2019-10-20,010-3356-0691,1999-02-16
00662,77260665,일병,경소솜,2019-07-23,010-1360-3049,1998-01-07
00663,77260666,병장,백용다,2019-10-09,010-5679-0679,1999-05-10
00664,77260667,상병,손솜식,2019-09-08,010-3310-7252,1998-07-10
00665,77260668,일병,최현채,2020-02-27,010-5755-4435,1995-02-19
00666,77260669,이병,노영현,2020-04-28,010-1626-2267,1994-05-04
00667,77260670,이병,형채윤,2021-05-20,010-5058-5164,1994-11-25
00668,77260671,병장,연용란,2020-09-19,010-0875-4669,1996-06-15
00669,77260672,일병,소수채,2019-12-27,010-0267-2099,1998-05-03
00670,77260673,상병,안솜현,2019-12-19,010-3546-8460,1995-06-17
00671,77260674,이병,석기용,2020-06-24,010-2959-5343,1999-10-25
00672,77260675,일병,성성정,2020-08-12,010-2720-3811,1994-07-26
00673,77260676,이병,안윤솜,2020-03-17,010-9371-8286,1999-09-15
00674,77260677,병장,하다섭,2020-09-27,010-2547-4833,1995-12-18
00675,77260678,이병,여란환,2019-06-17,010-6599-7387,1995-09-14
00676,77260679,이병,지민지,2020-05-10,010-8904-4463,1995-06-06
00677,77260680,상병,선정환,2019-07-08,010-2833-9460,1996-09-07
00678,77260681,병장,우민소,2019-04-22,010-4206-2858,1997-12-08
00679,77260682,병장,신식우,2019-10-21,010-1152-2056,1995-12-02
00680,77260683,일병,왕용현,2021-05-09,010-1996-9270,1997-07-20
00681,77260684,상병,봉정환,2021-01-19,010-4732-1928,1996-06-27
00682,77260685,일병,경윤연,2019-09-19,010-5722-6622,1994-11-06
00683,77260686,일병,소현호,2021-08-19,010-3427-3000,1998-07-28
00684,77260687,이병,주훈다,2019-08-28,010-0744-3467,1998-08-10
00685,77260688,이병,황미솜,2019-06-23,010-5483-0633,1995-03-27
00686,77260689,병장,전동소,2019-01-20,010-2070-3135,1996-01-16
00687,77260690,일병,유연동,2019-05-22,010-0024-9741,1998-11-25
00688,77260691,이병,용섭동,2020-04-23,010-6689-6701,2000-03-13
00689,77260692,이병,복동채,2021-11-24,010-7082-2778,1998-07-28
00690,77260693,병장,신범정,2021-10-03,010-5547-3427,1996-03-11
00691,77260694,일병,윤주문,2019-01-08,010-7628-1616,2000-10-09
00692,77260695,병장,계현영,2020-03-08,010-0593-9419,1999-10-28
00693,77260696,병장,온솜경,2019-09-20,010-2739-1442,1998-08-17
00694,77260697,병장,홍주호,2020-12-15,010-4649-3313,1995-11-21
00695,77260698,이병,남윤다,2020-08-21,010-0243-4691,1996-06-02
00696,77260699,상병,반소정,2019-01-03,010-4347-1253,1999-12-06
00697,77260700,병장,봉연연,2021-11-25,010-9169-1465,1996-12-19
00698,77260701,상병,임우성,2021-07-25,010-6911-0528,1999-12-19
00699,77260702,일병,어우성,2020-10-27,010-1684-4824,2000-02-17
00700,77260703,병장,빈수지,2020-03-23,010-8196-0424,1994-08-28
00701,77260704,병장,원영범,2021-03-22,010-6970-7507,1998-08-05
00702,77260705,일병,황소경,2019-02-01,010-1473-1268,1996-12-05
00703,77260706,이병,주경용,2020-12-13,010-0406-4796,2000-10-02
00704,77260707,이병,곽경기,2020-05-20,010-1275-4274,2000-10-11
00705,77260708,이병,문수동,2021-04-19,010-0869-3058,1995-05-20
00706,77260709,상병,부성미,2021-09-08,010-2728-7759,1995-12-20
00707,77260710,일병,위기환,2020-12-26,010-1752-7420,2000-09-04
00708,77260711,일병,모동섭,2019-08-21,010-5527-3793,1997-07-10
00709,77260712,일병,강종채,2020-10-26,010-2852-8660,1999-08-19
00710,77260713,일병,예다성,2020-08-09,010-8882-2457,1997-08-04
00711,77260714,상병,반현윤,2019-05-13,010-3522-3945,1995-06-26
00712,77260715,병장,석채종,2021-08-13,010-0223-1924,1996-02-26
00713,77260716,일병,송영채,2019-11-02,010-1152-8767,1998-07-28
00714,77260717,상병,구아주,2020-01-02,010-7869-8136,2000-09-17
00715,77260718,이병,성호란,2020-12-12,010-7878-1131,1995-02-18
00716,77260719,이병,옥성민,2019-11-27,010-0160-5642,1999-11-07
00717,77260720,상병,맹다창,2019-08-08,010-9509-5606,1996-12-20
00718,77260721,병장,염문미,2020-01-22,010-7769-4484,1999-05-02
00719,77260722,이병,음채주,2020-07-07,010-2738-9841,1994-02-01
00720,77260723,이병,진창현,2019-12-24,010-3693-4007,1995-05-09
00721,77260724,상병,범민정,2021-02-26,010-5422-7643,1999-11-27
00722,77260725,일병,반연미,2020-07-02,010-5788-6260,1995-02-04
00723,77260726,이병,길영용,2019-05-15,010-7957-3081,2000-03-21
00724,77260727,상병,양동솜,2020-08-05,010-1604-5087,1999-01-16
00725,77260728,일병,방지창,2019-09-02,010-3841-4687,1998-12-05
00726,77260729,일병,가호지,2021-06-25,010-6020-6418,1997-12-23
00727,77260730,이병,구다범,2021-04-17,010-1630-9171,1997-06-06
00728,77260731,이병,하주하,2019-08-03,010-9279-2165,1997-02-19
00729,77260732,상병,노정훈,2021-03-13,010-1336-3138,1996-03-09
00730,77260733,상병,유범민,2019-12-26,010-9931-0979,1999-10-14
00731,77260734,이병,전정주,2020-05-22,010-1609-7602,1995-02-09
00732,77260735,상병,방윤현,2020-08-13,010-5756-8224,1995-08-01
00733,77260736,일병,표은윤,2020-09-14,010-1847-1629,1994-06-09
00734,77260737,일병,문영식,2021-01-18,010-5720-6100,2000-10-21
00735,77260738,일병,조현창,2021-03-18,010-0554-5606,1994-03-07
00736,77260739,일병,전훈창,2021-01-10,010-4330-9052,1998-11-02
00737,77260740,병장,기용윤,2020-05-21,010-3500-1598,2000-04-15
00738,77260741,상병,손동우,2019-11-20,010-6928-0209,1994-03-21
00739,77260742,일병,백용윤,2020-08-23,010-8086-6391,1997-06-02
00740,77260743,일병,변성훈,2021-11-20,010-3657-8468,1996-07-07
00741,77260744,일병,심다수,2020-10-15,010-7040-9138,1999-01-26
00742,77260745,상병,봉감현,2019-09-23,010-5447-1603,1995-12-03
00743,77260746,상병,도문호,2020-06-16,010-9398-1489,1997-06-26
00744,77260747,상병,유연연,2021-07-22,010-1850-8598,1999-03-25
00745,77260748,일병,부현식,2021-10-18,010-5972-2817,1996-02-03
00746,77260749,병장,최연기,2019-02-28,010-1685-6581,1997-03-19
00747,77260750,이병,엄윤윤,2020-10-01,010-8164-2922,1995-06-04
00748,77260751,병장,유섭민,2020-02-15,010-1968-4030,1994-12-05
00749,77260752,일병,강기수,2019-06-27,010-9144-8545,1994-11-24
00750,77260753,병장,차윤훈,2021-02-22,010-4255-7820,1998-12-11
00751,77260754,상병,탁우소,2020-04-15,010-5541-8663,1998-05-10
00752,77260755,병장,동용란,2019-03-21,010-6714-0009,1997-04-03
00753,77260756,이병,엄영경,2021-12-25,010-2319-1524,1996-12-03
00754,77260757,일병,전윤감,2019-01-03,010-4394-1109,2000-01-17
00755,77260758,병장,빈범식,2019-05-14,010-6430-3896,1999-12-09
00756,77260759,이병,노소연,2020-09-23,010-0446-1106,1998-09-25
00757,77260760,일병,구현동,2021-04-01,010-2745-4963,1995-11-03
00758,77260761,상병,남창용,2019-10-06,010-3370-3717,1999-10-12
00759,77260762,일병,양하석,2020-06-16,010-8839-0305,1994-12-13
00760,77260763,병장,피현용,2020-02-16,010-0129-3787,2000-02-04
00761,77260764,일병,경현종,2019-04-26,010-9180-7891,1997-10-21
00762,77260765,병장,성환감,2019-01-21,010-5347-4547,1994-12-11
00763,77260766,일병,주현영,2019-03-16,010-0511-5672,1999-10-21
00764,77260767,이병,천미훈,2019-12-15,010-5893-1314,1996-10-04
00765,77260768,병장,여다기,2020-08-07,010-0250-4951,1999-11-08
00766,77260769,병장,안아석,2020-01-18,010-0892-4991,1994-07-12
00767,77260770,이병,온우영,2019-01-02,010-6909-9192,1999-08-20
00768,77260771,이병,태범란,2021-07-03,010-7412-0357,1995-05-26
00769,77260772,병장,진정정,2021-09-14,010-3811-5255,2000-05-25
00770,77260773,병장,신은동,2020-02-03,010-6334-2883,1995-02-17
